39.772214986638055,-84.11075051826899,100,1256171117
39.7722327260084,-84.109750675624,100,1256171122
39.77179264456577,-84.10998801151226,100,1256171127
39.77074190131886,-84.11105849674291,100,1256171132
39.77025191372665,-84.11115805657158,100,1256171137
39.769405008294264,-84.11168980010807,100,1256171142
39.769255154855216,-84.11318229598639,100,1256171147
39.769006449133535,-84.11274853860719,100,1256171152
39.77091803102123,-84.11333663272094,100,1256171157
39.772880830329896,-84.11295268106527,100,1256171162
39.77269741835813,-84.11341782625615,100,1256171167
39.773169955058606,-84.11358125534383,100,1256171172
39.77321343137695,-84.11258220088598,100,1256171177
39.774790792190025,-84.11381180767897,100,1256171182
39.77527582424184,-84.11393323217696,100,1256171187
39.775067494346395,-84.11347870092978,100,1256171192
39.77605631085984,-84.11332956373543,100,1256171197
39.7764995447771,-84.1130981686305,100,1256171202
39.77666729569586,-84.11356918840637,100,1256171207
39.77786718305108,-84.11196910392898,100,1256171212
39.77743826651211,-84.11171213972409,100,1256171217
39.779914081511805,-84.11136523903619,100,1256171222
39.779426934145675,-84.11125260048297,100,1256171227
39.77954342700817,-84.11173884056049,100,1256171232
39.77943615460455,-84.1112504834868,100,1256171237
39.77980705688234,-84.110915175419,100,1256171242
39.77885820211293,-84.11267576470289,100,1256171247
39.77738685862394,-84.11065458971358,100,1256171252
39.775893343222656,-84.11051526367103,100,1256171257
39.77648189709213,-84.10808553028181,100,1256171262
39.77494137617144,-84.10936098913764,100,1256171267
39.77730709394423,-84.10855267025285,100,1256171272
39.77481587001687,-84.10876196273661,100,1256171277
39.77392878705201,-84.10997154275192,100,1256171282
39.77343163802524,-84.11002486109003,100,1256171287
39.773055208160464,-84.1103539515896,100,1256171292
39.77262151664546,-84.11060277214706,100,1256171297
39.7715519573194,-84.11286242761815,100,1256171302
39.77105198775154,-84.11285691116916,100,1256171307
39.77268885874185,-84.11096729391663,100,1256171312
39.77413703806107,-84.1105764273673,100,1256171317
39.77271183723042,-84.11104419076081,100,1256171322
39.77228814547343,-84.1107787000923,100,1256171327
39.773497362134044,-84.10918565424622,100,1256171332
39.77388688477412,-84.10887217041432,100,1256171337
39.774301621289524,-84.10978211196343,100,1256171342
39.775784446057045,-84.1100084539808,100,1256171347
39.77677280419179,-84.11016059929776,100,1256171352
39.77769905877893,-84.1083880157483,100,1256171357
39.77794548290879,-84.11037277647651,100,1256171362
39.77751863448796,-84.11063316162516,100,1256171367
39.777964268851456,-84.10868344112876,100,1256171372
39.77634588885292,-84.1105889190689,100,1256171377
39.77678128162816,-84.11034308755899,100,1256171382
39.77757006068956,-84.11161895102829,100,1256171387
39.77724581494067,-84.11123834007952,100,1256171392
39.776257143527054,-84.11138843616841,100,1256171397
39.775577806076434,-84.11065461014803,100,1256171402
39.77551820645054,-84.1101581749714,100,1256171407
39.77456368145661,-84.11045630587547,100,1256171412
39.77418136872753,-84.11190676682882,100,1256171417
39.7746717155306,-84.11200454214638,100,1256171422
39.774223693824574,-84.11222652536856,100,1256171427
39.7722945103334,-84.11381657287016,100,1256171432
39.77373566000487,-84.11340053486177,100,1256171437
39.772161126725415,-84.11534240121965,100,1256171442
39.77249975088078,-84.11731352619829,100,1256171447
39.77287996745227,-84.1169888180851,100,1256171452
39.771411814934716,-84.11563068400292,100,1256171457
39.77114586752541,-84.11710691974815,100,1256171462
39.772143774153264,-84.1170422485638,100,1256171467
